Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
GO_Biological_Process_2018	cytoplasmic mRNA processing body assembly (GO:0033962)	1/7	0.0034952779131673523	0.016750936102427425	0.006793309848744766	0.030482146533361294	-2.379708223869049	13.460444500358888	DHH1
GO_Biological_Process_2018	purine nucleobase biosynthetic process (GO:0009113)	1/8	0.003993704723571726	0.016750936102427425	0.007640033369915914	0.030482146533361294	-2.209803354646683	12.204823429198004	MTD1
GO_Biological_Process_2018	stress granule assembly (GO:0034063)	1/12	0.005985169044889512	0.016750936102427425	0.011021514775349319	0.030482146533361294	-2.3345866066553382	11.949513132531095	DHH1
GO_Biological_Process_2018	carboxylic acid biosynthetic process (GO:0046394)	1/6	0.002996626630900936	0.016750936102427425	0.005946044598151577	0.030482146533361294	-1.974440812316674	11.472030426380837	MTD1
GO_Biological_Process_2018	nucleobase biosynthetic process (GO:0046112)	1/8	0.003993704723571726	0.016750936102427425	0.007640033369915914	0.030482146533361294	-2.0081914027993504	11.091313365807734	MTD1
GO_Biological_Process_2018	purine nucleobase metabolic process (GO:0006144)	1/13	0.006482474843696221	0.016750936102427425	0.01186553311140198	0.030482146533361294	-2.1219659106947524	10.691849734624777	MTD1
GO_Biological_Process_2018	aspartate family amino acid catabolic process (GO:0009068)	1/14	0.006979556709344762	0.016750936102427425	0.01270901110277599	0.030482146533361294	-2.1333841392022155	10.591761301664752	GLY1
GO_Biological_Process_2018	positive regulation of translational fidelity (GO:0045903)	1/11	0.005487639223035565	0.016750936102427425	0.010176955864085896	0.030482146533361294	-1.9782415436478025	10.297255899860273	IMP3
GO_Biological_Process_2018	folic acid-containing compound biosynthetic process (GO:0009396)	1/12	0.005985169044889512	0.016750936102427425	0.011021514775349319	0.030482146533361294	-1.9489235431564855	9.975508043632685	MTD1
GO_Biological_Process_2018	threonine metabolic process (GO:0006566)	1/9	0.004491907152303811	0.016750936102427425	0.008486215392085088	0.030482146533361294	-1.8381981908129488	9.936339718109727	GLY1
GO_Biological_Process_2018	regulation of organelle assembly (GO:1902115)	1/9	0.004491907152303811	0.016750936102427425	0.008486215392085088	0.030482146533361294	-1.7868245436534034	9.65864060313574	DHH1
GO_Biological_Process_2018	folic acid-containing compound metabolic process (GO:0006760)	1/10	0.004989885288620551	0.016750936102427425	0.009331856146597048	0.030482146533361294	-1.787728747629267	9.475574405200552	MTD1
GO_Biological_Process_2018	regulation of translational elongation (GO:0006448)	1/9	0.004491907152303811	0.016750936102427425	0.008486215392085088	0.030482146533361294	-1.7178090467838003	9.285578859229204	DHH1
GO_Biological_Process_2018	serine family amino acid biosynthetic process (GO:0009070)	1/14	0.006979556709344762	0.016750936102427425	0.01270901110277599	0.030482146533361294	-1.7828462629228785	8.851421414197677	GLY1
GO_Biological_Process_2018	negative regulation of cellular amide metabolic process (GO:0034249)	1/23	0.011443231288742015	0.020597816319735632	0.02027603556015563	0.036496864008280124	-1.8956705439635209	8.474323853878374	DHH1
GO_Biological_Process_2018	regulation of cytoplasmic mRNA processing body assembly (GO:0010603)	1/14	0.006979556709344762	0.016750936102427425	0.01270901110277599	0.030482146533361294	-1.7026190149238376	8.4531115903452	DHH1
GO_Biological_Process_2018	deadenylation-dependent decapping of nuclear-transcribed mRNA (GO:0000290)	1/16	0.007973049000390163	0.016884103765532118	0.014394346974087285	0.030482146533361294	-1.6412753139593899	7.930130731027367	DHH1
GO_Biological_Process_2018	amide biosynthetic process (GO:0043604)	1/33	0.016381683885670368	0.024572525828505536	0.028632733952634465	0.042949100928951656	-1.88495415410882	7.7501612979441905	MTD1
